Altitude_km,Mach_0.053,Mach_0.058,Mach_0.064,Mach_0.068,Mach_0.073,Mach_0.078,Mach_0.083,Mach_0.088,Mach_0.093,Mach_0.098,Mach_0.103,Mach_0.108,Mach_0.113,Mach_0.118,Mach_0.123,Mach_0.128,Mach_0.133
0.0,,1.20308,0.98807,0.87525,0.75946,0.66521,0.58748,0.52262,0.46793,0.4214,0.38148,0.34698,0.31695,0.29066,0.26751,0.24702,0.22879
0.1,,1.21744,0.99987,0.8857,0.76853,0.67316,0.5945,0.52886,0.47352,0.42643,0.38604,0.35112,0.32074,0.29413,0.2707,0.24997,0.23153
0.2,,1.23201,1.01184,0.8963,0.77772,0.68121,0.60161,0.53519,0.47919,0.43154,0.39066,0.35532,0.32457,0.29765,0.27394,0.25296,0.2343
0.30000000000000004,,1.24679,1.02398,0.90705,0.78705,0.68938,0.60883,0.54161,0.48494,0.43671,0.39534,0.35959,0.32847,0.30122,0.27723,0.25599,0.23711
0.4,,1.26178,1.03629,0.91796,0.79652,0.69767,0.61615,0.54812,0.49077,0.44197,0.4001,0.36391,0.33242,0.30484,0.28056,0.25907,0.23996
0.5,,1.27699,1.04877,0.92902,0.80611,0.70608,0.62357,0.55472,0.49668,0.44729,0.40492,0.36829,0.33642,0.30852,0.28394,0.26219,0.24285
0.6000000000000001,,1.29241,1.06144,0.94024,0.81585,0.71461,0.6311,0.56142,0.50268,0.45269,0.40981,0.37274,0.34049,0.31224,0.28737,0.26536,0.24578
0.7000000000000001,,1.30806,1.07429,0.95162,0.82573,0.72326,0.63874,0.56822,0.50876,0.45817,0.41477,0.37725,0.34461,0.31602,0.29085,0.26857,0.24876
0.8,,1.32393,1.08733,0.96317,0.83575,0.73203,0.64649,0.57511,0.51494,0.46373,0.4198,0.38183,0.34879,0.31986,0.29438,0.27183,0.25178
0.9,,1.34003,1.10055,0.97488,0.84591,0.74094,0.65436,0.58211,0.5212,0.46937,0.42491,0.38648,0.35303,0.32375,0.29796,0.27514,0.25484
1.0,,1.35636,1.11397,0.98677,0.85622,0.74997,0.66233,0.5892,0.52755,0.47509,0.43009,0.39119,0.35733,0.32769,0.30159,0.27849,0.25795
1.1,,1.37293,1.12758,0.99882,0.86668,0.75913,0.67042,0.5964,0.534,0.4809,0.43534,0.39597,0.3617,0.3317,0.30528,0.28189,0.2611
1.2000000000000002,,1.38975,1.14139,1.01105,0.8773,0.76843,0.67863,0.60371,0.54054,0.48679,0.44067,0.40082,0.36613,0.33576,0.30902,0.28535,0.2643
1.3,,1.40681,1.1554,1.02347,0.88807,0.77786,0.68697,0.61112,0.54717,0.49276,0.44608,0.40574,0.37062,0.33988,0.31281,0.28885,0.26754
1.4000000000000001,,,1.16961,1.03606,0.89899,0.78743,0.69542,0.61864,0.55391,0.49883,0.45157,0.41073,0.37518,0.34406,0.31666,0.2924,0.27083
1.5,,,1.18404,1.04884,0.91008,0.79714,0.70399,0.62627,0.56074,0.50498,0.45714,0.41579,0.37981,0.34831,0.32056,0.29601,0.27417
1.6,,,1.19867,1.0618,0.92133,0.807,0.7127,0.63401,0.56767,0.51122,0.46279,0.42093,0.38451,0.35261,0.32453,0.29967,0.27756
1.7000000000000002,,,1.21353,1.07496,0.93275,0.817,0.72153,0.64187,0.5747,0.51756,0.46853,0.42615,0.38927,0.35698,0.32855,0.30338,0.281
1.8,,,1.2286,1.08831,0.94433,0.82714,0.73049,0.64984,0.58184,0.52398,0.47435,0.43144,0.39411,0.36142,0.33263,0.30715,0.28449
1.9000000000000001,,,1.2439,1.10186,0.95609,0.83744,0.73958,0.65793,0.58908,0.53051,0.48025,0.43681,0.39901,0.36591,0.33677,0.31097,0.28803
2.0,,,1.25942,1.11561,0.96802,0.84789,0.74881,0.66614,0.59644,0.53713,0.48625,0.44226,0.40399,0.37048,0.34097,0.31485,0.29163
2.1,,,1.27517,1.12956,0.98013,0.8585,0.75818,0.67447,0.6039,0.54385,0.49233,0.4478,0.40905,0.37512,0.34524,0.31879,0.29527
2.2,,,1.29116,1.14373,0.99242,0.86926,0.76769,0.68293,0.61147,0.55067,0.4985,0.45341,0.41417,0.37982,0.34957,0.32279,0.29898
2.3000000000000003,,,1.30739,1.1581,1.00489,0.88019,0.77734,0.69151,0.61915,0.55759,0.50477,0.45911,0.41938,0.38459,0.35396,0.32685,0.30273
2.4000000000000004,,,1.32386,1.17269,1.01755,0.89128,0.78713,0.70022,0.62696,0.56461,0.51113,0.4649,0.42466,0.38944,0.35842,0.33097,0.30655
2.5,,,1.34058,1.1875,1.0304,0.90253,0.79707,0.70907,0.63487,0.57174,0.51758,0.47077,0.43003,0.39436,0.36295,0.33515,0.31042
